plateifu	first_data	vlass_data	mangaid	objra	objdec	z_1	ra	dec	z_2	flux	lum	Mr01	NYU_mstar	is_agn	selection	ref	GAU	ELPETRO_TH50_R
9864-12705	1	1	1-197454	217.1220048	50.6900267	0.0821369	217.1220011	50.69008772	0.0821382	4.8	22.897	-21.196617	10.74721635	1	0	L10	1	5.457807
9864-6104	1	1	1-197292	214.8680458	52.13540522	0.0452915	214.8680846	52.13544889	0.0453132	4.3	22.313	-21.231094	10.7470687	0	0	L10	1	6.7144284
9867-12705	1	1	1-198093	222.7691337	49.25514192	0.0754685	222.7691422	49.25515753	0.0754781	7.3	23.002	-21.794533	10.97213235	1	0	L10	0	6.95642
9872-9102	1	1	1-593934	234.1347068	41.79929391	0.0413954	234.1347302	41.79929795	0.0412626	3.5	22.14	-21.064205	10.50340608	0	0	L10	1	7.5969543
9876-3702	1	1	1-456714	194.5776614	27.31081726	0.0247218	194.5776	27.31082	0.02472	5.3	21.8659	-18.245169	9.277788224	0	0	B12	1	4.3709126
9881-6102	1	1	1-523167	205.2131587	24.47331172	0.0270449	205.21317	24.47328	0.02704	8.2	22.1347	-20.574179	10.34177341	0	0	B12	1	5.815774
9882-3704	1	1	1-627331	206.5529238	23.05383441	0.026861	206.55291	23.05384	0.02686	5.2	21.931	-20.387115	10.41542356	0	0	B12	0	4.330356
9883-6104	1	1	1-177027	256.5317824	33.48284362	0.100701	256.5317994	33.48285202	0.1007438	12.9	23.513	-22.172703	11.13654408	1	1	L10	1	6.265974
9883-9101	1	1	1-561014	254.9331118	32.61532546	0.1013	254.933112	32.61532268	0.0612381	39.1	23.542	-21.366556	10.79471813	0	0	L10	1	8.433549
9884-6101	1	1	1-576458	204.5505863	52.42950508	0.0573472	204.5506086	52.42958854	0.0576711	4.1	22.508	-21.621082	10.72860789	0	0	L10	0	5.9027452
9885-12703	1	1	1-376116	239.0163335	24.44804009	0.0425377	239.016306	24.44802686	0.042527	139.8	23.768	-21.442772	10.82830674	1	1	L10	0	11.660172
9887-6101	1	1	1-264865	238.0152426	27.86659458	0.0809607	238.0152376	27.86658979	0.0809026	40.3	23.807	-21.979637	11.04294647	1	1	L10	0	6.0485334
9888-12701	1	1	1-593975	235.4758232	28.13397939	0.0332197	235.4758167	28.13400558	0.0320936	5	22.072	-21.320148	10.76586375	0	0	L10	1	13.209597
9888-12703	1	1	1-317381	238.2387183	27.66330042	0.082813	238.2387183	27.66330042	0.0828334	7	23.068	-22.207066	11.13669034	1	0	L10	1	8.734548
9888-12704	1	1	1-316945	236.0063392	28.27702878	0.0332288	236.0063437	28.27701402	0.0332338	3.1	21.895	-20.645521	10.19470176	0	0	L10	1	11.383635
9888-6102	1	1	1-549010	237.571532	27.26783636	0.0731071	237.5715369	27.26783928	0.0744293	45.3	23.782	-21.983507	11.02810319	0	0	L10	1	5.5151587
9888-6104	1	1	1-317388	238.2997597	27.55575028	0.147435	238.2997443	27.55573308	0.1474459	125	24.853	-22.51536	11.24442877	1	1	L10	1	5.4292254
9889-3703	1	1	1-375532	234.162312	25.90682532	0.0946412	234.1622865	25.90680516	0.0946358	14.4	23.503	-22.07525	11.07283083	1	1	L10	0	4.7998543
9889-6103	1	1	1-375061	233.4243238	26.14005504	0.0341189	233.424315	26.14005	0.03412	6.2	22.2193	-20.384691	10.15278656	0	0	B12	0	5.5829473
9891-12705	1	1	1-374773	229.8479876	28.31821072	0.118915	229.84797	28.3182	0.11892	11.6	23.6201	-21.780478	10.92195703	1	1	B12	1	5.058892
9894-6101	1	1	1-294355	250.4247552	20.0794171	0.0604006	250.4247779	20.07941737	0.0603956	3.8	22.517	-20.583408	10.40510117	0	0	L10	0	3.367985
9894-6104	1	1	1-294374	250.9078263	21.69128707	0.0353909	250.9078102	21.69127582	0.0353883	3	21.936	-20.523949	10.28378825	0	0	L10	0	5.9855866
																		
																		
																		
																		
																		
																		
